"rank","finalWorth","category","personName","age","country","city","source","industries","countryOfCitizenship","organization","selfMade","status","gender","birthDate","lastName","firstName","title","date","state","residenceStateRegion","birthYear","birthMonth","birthDay","cpi_country","cpi_change_country","gdp_country","gross_tertiary_education_enrollment","gross_primary_education_enrollment_country","life_expectancy_country","tax_revenue_country_country","total_tax_rate_country","population_country","latitude_country","longitude_country"
905,3200,"Healthcare","Pat Stryker",66,"United States","Fort Collins","Medical equipment","Healthcare","United States",NA,FALSE,"U","F","4/6/1956 0:00","Stryker","Pat",NA,"4/4/2023 5:01","Colorado","West",1956,4,6,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
2405,1100,"Automotive","Pawan Munjal",68,"India","Delhi","Two wheelers","Automotive","India",NA,FALSE,"Split Family Fortune","M","10/28/1954 0:00","Munjal","Pawan",NA,"4/4/2023 5:01",NA,NA,1954,10,28,180.44,7.7,"$2,611,000,000,000",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
466,5500,"Technology","Pierre Chen",66,"Taiwan","Taipei","Electronics","Technology","Taiwan",NA,TRUE,"U","M","9/28/1956 0:00","Chen","Pierre",NA,"4/4/2023 5:01",NA,NA,1956,9,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,1400,"Fashion & Retail","Charlotte Soderstrom",46,"Sweden","Stockholm","H&M","Fashion & Retail","Sweden",NA,FALSE,"D","F","1/1/1977 0:00","Soderstrom","Charlotte",NA,"4/4/2023 5:01",NA,NA,1977,1,1,110.51,1.8,"$530,832,908,738",67,126.6,82.5,27.9,49.1,10285453,60.128161,18.643501
2540,1000,"Sports","LeBron James",38,"United States","Los Angeles","Basketball","Sports","United States","NBA",TRUE,"N","M","12/30/1984 0:00","James","LeBron","Athlete","4/4/2023 5:01","California","West",1984,12,30,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1027,2900,"Real Estate","Zarakh Iliev",56,"Russia","Moscow","Real estate","Real Estate","Russia",NA,TRUE,"U","M","9/9/1966 0:00","Iliev","Zarakh",NA,"4/4/2023 5:01",NA,NA,1966,9,9,180.75,4.5,"$1,699,876,578,871",81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756
1647,1800,"Fashion & Retail","Yoshiaki Yoshida",82,"Japan",NA,"cosmetics","Fashion & Retail","Japan",NA,TRUE,"U","M","1/31/1941 0:00","Yoshida","Yoshiaki",NA,"4/4/2023 5:01",NA,NA,1941,1,31,105.48,0.5,"$5,081,769,542,380",63.2,98.8,84.2,11.9,46.7,126226568,36.204824,138.252924
1905,1500,"Diversified","Patricia Angelini Rossi",68,"Chile","Santiago","Forestry, mining","Diversified","Chile",NA,FALSE,"U","F","4/5/1954 0:00","Angelini Rossi","Patricia",NA,"4/4/2023 5:01",NA,NA,1954,4,5,131.91,2.6,"$282,318,159,745",88.5,101.4,80,18.2,34,18952038,-35.675147,-71.542969
1164,2600,"Manufacturing","Julia Thiele-Schuerhoff",51,"Germany","Munich","Brakes, investments","Manufacturing","Germany",NA,FALSE,"D","F","1/1/1972 0:00","Thiele-Schuerhoff","Julia",NA,"4/4/2023 5:01",NA,NA,1972,1,1,112.85,1.4,"$3,845,630,030,824",70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526
1104,2700,"Fashion & Retail","Pan Dong",58,"Hong Kong","Hong Kong","Consumer goods","Fashion & Retail","Canada",NA,TRUE,"D","F","1/1/1965 0:00","Pan","Dong",NA,"4/4/2023 5:01",NA,NA,1965,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
982,3000,"Technology","Lin Xiucheng & family",67,"China","Xiamen","Electronics","Technology","China",NA,TRUE,"D","M","10/10/1955 0:00","Lin","Xiucheng",NA,"4/4/2023 5:01",NA,NA,1955,10,10,125.08,2.9,"$19,910,000,000,000",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1647,1800,"Technology","Cameron Adams",43,"Australia","Sydney","Software","Technology","Australia",NA,TRUE,"D","M","12/26/1979 0:00","Adams","Cameron",NA,"4/4/2023 5:01",NA,NA,1979,12,26,119.8,1.6,"$1,392,680,589,329",113.1,100.3,82.7,23,47.4,25766605,-25.274398,133.775136
1104,2700,"Technology","Raj Sardana",63,"United States","Atlanta","Technology services","Technology","United States",NA,TRUE,"N","M","3/8/1960 0:00","Sardana","Raj",NA,"4/4/2023 5:01","Georgia","South",1960,3,8,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1516,2000,"Service","Linda Pritzker",69,"United States","Missoula","Hotels, investments","Service","United States",NA,FALSE,"E","F","9/14/1953 0:00","Pritzker","Linda",NA,"4/4/2023 5:01","Montana","West",1953,9,14,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
365,6700,"Technology","David Sun",71,"United States","Irvine","Computer hardware","Technology","United States","Kingston Technology Corporation",TRUE,"U","M","10/12/1951 0:00","Sun","David","COO","4/4/2023 5:01","California","West",1951,10,12,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
2133,1300,"Real Estate","Hoi Kin Hong",70,"China","Shanghai","Real estate","Real Estate","Macau",NA,TRUE,"D","M","9/1/1952 0:00","Hoi","Kin Hong",NA,"4/4/2023 5:01",NA,NA,1952,9,1,125.08,2.9,"$19,910,000,000,000",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1804,1600,"Technology","Cai Huabo",47,"China","Jiujiang","Electronics","Technology","China",NA,TRUE,"N","M","1/1/1976 0:00","Cai","Huabo",NA,"4/4/2023 5:01",NA,NA,1976,1,1,125.08,2.9,"$19,910,000,000,000",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
261,8000,"Technology","Nathan Blecharczyk",39,"United States","San Francisco","Airbnb","Technology","United States",NA,TRUE,"D","M","6/11/1983 0:00","Blecharczyk","Nathan",NA,"4/4/2023 5:01","California","West",1983,6,11,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
2259,1200,"Technology","Jonathan Oringer",48,"United States","Miami Beach","Stock photos","Technology","United States",NA,TRUE,"D","M","5/2/1974 0:00","Oringer","Jonathan",NA,"4/4/2023 5:01","Florida","South",1974,5,2,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1725,1700,"Media & Entertainment","Bang Si-hyuk",50,"South Korea","Seoul","Entertainment","Media & Entertainment","South Korea",NA,TRUE,"D","M","8/9/1972 0:00","Bang","Si-hyuk",NA,"4/4/2023 5:01",NA,NA,1972,8,9,115.16,0.4,"$2,029,000,000,000",94.3,98.1,82.6,15.6,33.2,51709098,35.907757,127.766922
1575,1900,"Fashion & Retail","Masateru Uno & family",76,"Japan","Fukuoka","Drugstores","Fashion & Retail","Japan",NA,TRUE,"D","M","2/6/1947 0:00","Uno","Masateru",NA,"4/4/2023 5:01",NA,NA,1947,2,6,105.48,0.5,"$5,081,769,542,380",63.2,98.8,84.2,11.9,46.7,126226568,36.204824,138.252924
2020,1400,"Service","Torstein Hagen",80,"Switzerland","Lucerne","Cruises","Service","Norway",NA,TRUE,"D","M","2/18/1943 0:00","Hagen","Torstein",NA,"4/4/2023 5:01",NA,NA,1943,2,18,99.55,0.4,"$703,082,435,360",59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512
1725,1700,"Real Estate","John Goff",67,"United States","Fort Worth","Real estate","Real Estate","United States",NA,TRUE,"U","M","8/26/1955 0:00","Goff","John",NA,"4/4/2023 5:01","Texas","South",1955,8,26,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
787,3600,"Food & Beverage","Beatriz Davila de Santo Domingo",84,"Bermuda",NA,"Beer","Food & Beverage","Colombia",NA,FALSE,"U","F","3/7/1939 0:00","Davila de Santo Domingo","Beatriz",NA,"4/4/2023 5:01",NA,NA,1939,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
523,5100,"Technology","Romesh T. Wadhwani",75,"United States","Palo Alto","Software","Technology","United States","Symphony Technology Group",TRUE,"U","M","8/25/1947 0:00","Wadhwani","Romesh T.","Founder and Chairman","4/4/2023 5:01","California","West",1947,8,25,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
905,3200,"Automotive","Roger Penske",86,"United States","Birmingham","Cars","Automotive","United States",NA,TRUE,"U","M","2/20/1937 0:00","Penske","Roger",NA,"4/4/2023 5:01","Michigan","Midwest",1937,2,20,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
552,4900,"Metals & Mining","Lim Hariyanto Wijaya Sarwono",94,"Indonesia","Jakarta","Palm oil, nickel mining","Metals & Mining","Indonesia",NA,TRUE,"U","M","11/1/1928 0:00","Lim","Hariyanto Wijaya Sarwono",NA,"4/4/2023 5:01",NA,NA,1928,11,1,151.18,3,"$1,119,190,780,753",36.3,106.4,71.5,10.2,30.1,270203917,-0.789275,113.921327
721,3900,"Finance & Investments","Chen Dongsheng",65,"China","Beijing","Insurance","Finance & Investments","China",NA,TRUE,"U","M","12/1/1957 0:00","Chen","Dongsheng",NA,"4/4/2023 5:01",NA,NA,1957,12,1,125.08,2.9,"$19,910,000,000,000",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
878,3300,"Fashion & Retail","Akio Nitori",79,"Japan","Hokkaido","Home furnishings","Fashion & Retail","Japan",NA,TRUE,"D","M","3/5/1944 0:00","Nitori","Akio",NA,"4/4/2023 5:01",NA,NA,1944,3,5,105.48,0.5,"$5,081,769,542,380",63.2,98.8,84.2,11.9,46.7,126226568,36.204824,138.252924
878,3300,"Finance & Investments","Rodger Riney & family",77,"United States","St. Louis","Discount brokerage","Finance & Investments","United States","Scottrade, Inc.",TRUE,"D","M","1/1/1946 0:00","Riney","Rodger","Cofounder","4/4/2023 5:01","Missouri","Midwest",1946,1,1,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
721,3900,"Healthcare","Wu Yiling",73,"China","Shijiazhuang","Pharmaceuticals","Healthcare","China",NA,TRUE,"E","M","10/24/1949 0:00","Wu","Yiling",NA,"4/4/2023 5:01",NA,NA,1949,10,24,125.08,2.9,"$19,910,000,000,000",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
34,35300,"Technology","Ma Huateng",51,"China","Shenzhen","Internet media","Technology","China","Tencent Holdings",TRUE,"D","M","10/29/1971 0:00","Ma","Huateng","Chairman and CEO","4/4/2023 5:01",NA,NA,1971,10,29,125.08,2.9,"$19,910,000,000,000",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
636,4300,"Food & Beverage","Marian Ilitch",90,"United States","Bingham Farms","Little Caesars Pizza","Food & Beverage","United States",NA,TRUE,"D","F","1/7/1933 0:00","Ilitch","Marian",NA,"4/4/2023 5:01","Michigan","Midwest",1933,1,7,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
818,3500,"Manufacturing","Patrick Lee",81,"Hong Kong","Hong Kong","Paper","Manufacturing","Hong Kong",NA,TRUE,"D","M","1/1/1942 0:00","Lee","Patrick",NA,"4/4/2023 5:01",NA,NA,1942,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
659,4200,"Finance & Investments","Rupert Johnson, Jr.",82,"United States","Burlingame","Franklin Templeton","Finance & Investments","United States","Franklin Resources Inc.",FALSE,"D","M","8/10/1940 0:00","Johnson","Rupert","Vice Chairman and Director","4/4/2023 5:01","California","West",1940,8,10,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
905,3200,"Fashion & Retail","Shen Guojun",60,"China","Beijing","Retail","Fashion & Retail","China",NA,TRUE,"D","M","7/31/1962 0:00","Shen","Guojun",NA,"4/4/2023 5:01",NA,NA,1962,7,31,125.08,2.9,"$19,910,000,000,000",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1434,2100,"Diversified","Katarina Martinson",41,"Sweden","Stockholm","Investments","Diversified","Sweden",NA,FALSE,"U","F","5/4/1981 0:00","Martinson","Katarina",NA,"4/4/2023 5:01",NA,NA,1981,5,4,110.51,1.8,"$530,832,908,738",67,126.6,82.5,27.9,49.1,10285453,60.128161,18.643501
2020,1400,"Manufacturing","Rameshchandra Jain",74,"India","Mumbai","Textiles","Manufacturing","India",NA,TRUE,"U","M","6/22/1948 0:00","Jain","Rameshchandra",NA,"4/4/2023 5:01",NA,NA,1948,6,22,180.44,7.7,"$2,611,000,000,000",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
164,10700,"Media & Entertainment","Donald Newhouse",93,"United States","New York","Media","Media & Entertainment","United States",NA,FALSE,"D","M","8/5/1929 0:00","Newhouse","Donald",NA,"4/4/2023 5:01","New York","Northeast",1929,8,5,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
223,8800,"Technology","Dustin Moskovitz",38,"United States","San Francisco","Facebook","Technology","United States","Asana",TRUE,"D","M","5/22/1984 0:00","Moskovitz","Dustin","Cofounder","4/4/2023 5:01","California","West",1984,5,22,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
51,27400,"Automotive","Susanne Klatten",60,"Germany","Bad Homburg","BMW, pharmaceuticals","Automotive","Germany",NA,FALSE,"U","F","4/28/1962 0:00","Klatten","Susanne",NA,"4/4/2023 5:01",NA,NA,1962,4,28,112.85,1.4,"$3,845,630,030,824",70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526
1516,2000,"Healthcare","Mario Germano Giuliani",51,"Monaco","Monaco","Pharmaceuticals","Healthcare","Switzerland",NA,FALSE,"D","M","2/26/1972 0:00","Giuliani","Mario Germano",NA,"4/4/2023 5:01",NA,NA,1972,2,26,NA,NA,"$7,184,844,193",NA,NA,NA,NA,NA,38964,43.7384176,7.4246158
1804,1600,"Metals & Mining","Zhang Xuexin & family",75,"China","Liaocheng","Aluminum","Metals & Mining","China",NA,TRUE,"D","M","7/1/1947 0:00","Zhang","Xuexin",NA,"4/4/2023 5:01",NA,NA,1947,7,1,125.08,2.9,"$19,910,000,000,000",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1804,1600,"Fashion & Retail","Alex Birkenstock",54,NA,NA,"Shoes","Fashion & Retail","Germany",NA,FALSE,"D","M","11/18/1968 0:00","Birkenstock","Alex",NA,"4/4/2023 5:01",NA,NA,1968,11,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
405,6300,"Energy","Wang Yusuo & family",59,"China","Langfang","Natural gas distribution","Energy","China",NA,TRUE,"U","M","3/11/1964 0:00","Wang","Yusuo",NA,"4/4/2023 5:01",NA,NA,1964,3,11,125.08,2.9,"$19,910,000,000,000",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
818,3500,"Fashion & Retail","Luca Del Vecchio",21,"Italy","Milan","Eyeglasses","Fashion & Retail","Italy",NA,FALSE,"N","M","8/31/2001 0:00","Del Vecchio","Luca",NA,"4/4/2023 5:01",NA,NA,2001,8,31,110.62,0.6,"$2,001,244,392,042",61.9,101.9,82.9,24.3,59.1,60297396,41.87194,12.56738
2540,1000,"Finance & Investments","Marcelo Kalim",53,"Brazil","Sao Paulo","Banking","Finance & Investments","Brazil",NA,TRUE,"E","M","10/15/1969 0:00","Kalim","Marcelo",NA,"4/4/2023 5:01",NA,NA,1969,10,15,167.4,3.7,"$1,839,758,040,766",51.3,115.4,75.7,14.2,65.1,212559417,-14.235004,-51.92528
1575,1900,"Diversified","Manas Chiaravanond",NA,"Thailand","Bangkok","Diversified","Diversified","Thailand",NA,FALSE,"U","M",NA,"Chiaravanond","Manas",NA,"4/4/2023 5:01",NA,NA,NA,NA,NA,113.27,0.7,"$543,649,976,166",49.3,99.8,76.9,14.9,29.5,69625582,15.870032,100.992541
787,3600,"Fashion & Retail","Lawrence Stroll",63,"Switzerland","Geneva","Fashion investments","Fashion & Retail","Canada",NA,TRUE,"U","M","7/11/1959 0:00","Stroll","Lawrence",NA,"4/4/2023 5:01",NA,NA,1959,7,11,99.55,0.4,"$703,082,435,360",59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512
878,3300,"Construction & Engineering","Peter Gilgan",72,"Canada","Oakville","Homebuilding","Construction & Engineering","Canada","Mattamy Group Corp.",TRUE,"U","M","1/1/1951 0:00","Gilgan","Peter","Founder, CEO and Chairman","4/4/2023 5:01",NA,NA,1951,1,1,116.76,1.9,"$1,736,425,629,520",68.9,100.9,81.9,12.8,24.5,36991981,56.130366,-106.346771
1905,1500,"Technology","Bharat Desai",70,"United States","Fisher Island","IT consulting","Technology","United States","Syntel",TRUE,"E","M","11/20/1952 0:00","Desai","Bharat","Chairman and Co-founder","4/4/2023 5:01","Florida","South",1952,11,20,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1104,2700,"Metals & Mining","Gianfelice Rocca",75,NA,NA,"Pipe Manufacturing","Metals & Mining","Italy",NA,FALSE,"Split Family Fortune","M","3/2/1948 0:00","Rocca","Gianfelice",NA,"4/4/2023 5:01",NA,NA,1948,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
268,7900,"Fashion & Retail","Ding Shizhong",52,"China","Quanzhou","Sports apparel","Fashion & Retail","China",NA,TRUE,"U","M","12/1/1970 0:00","Ding","Shizhong",NA,"4/4/2023 5:01",NA,NA,1970,12,1,125.08,2.9,"$19,910,000,000,000",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1272,2400,"Finance & Investments","Gerald Ford",78,"United States","Dallas","Banking","Finance & Investments","United States","Ford Financial Fund",TRUE,"D","M","8/4/1944 0:00","Ford","Gerald","Managing Member","4/4/2023 5:01","Texas","South",1944,8,4,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1217,2500,"Food & Beverage","Charles Bronfman",91,"United States","Palm Beach","Liquor","Food & Beverage","Canada",NA,FALSE,"E","M","6/27/1931 0:00","Bronfman","Charles",NA,"4/4/2023 5:01","Florida","South",1931,6,27,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
2405,1100,"Fashion & Retail","Thomas Bruch",72,"Germany","St. Wendel","Retail","Fashion & Retail","Germany",NA,FALSE,"D","M","4/25/1950 0:00","Bruch","Thomas",NA,"4/4/2023 5:01",NA,NA,1950,4,25,112.85,1.4,"$3,845,630,030,824",70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526
130,13700,"Technology","Jan Koum",47,"United States","Atherton","WhatsApp","Technology","United States","WhatsApp Inc.",TRUE,"U","M","2/24/1976 0:00","Koum","Jan","CEO, cofounder","4/4/2023 5:01","California","West",1976,2,24,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1725,1700,"Technology","David Zalik",49,"United States","Atlanta","Financial technology","Technology","United States","GreenSky",TRUE,"D","M","2/2/1974 0:00","Zalik","David","CEO","4/4/2023 5:01","Georgia","South",1974,2,2,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
2133,1300,"Technology","Alexander Karp",55,"United States","Palo Alto","Software firm","Technology","United States","Palantir Technologies",TRUE,"U","M","10/1/1967 0:00","Karp","Alexander","Cofounder and CEO","4/4/2023 5:01","California","West",1967,10,1,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
455,5600,"Healthcare","Li Ge",56,"China","Shanghai","Pharmaceutical ingredients","Healthcare","United States",NA,TRUE,"Split Family Fortune","M","1/1/1967 0:00","Li","Ge",NA,"4/4/2023 5:01",NA,NA,1967,1,1,125.08,2.9,"$19,910,000,000,000",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
397,6400,"Logistics","Dennis Washington",88,"United States","Missoula","Construction, mining","Logistics","United States",NA,TRUE,"D","M","7/27/1934 0:00","Washington","Dennis",NA,"4/4/2023 5:01","Montana","West",1934,7,27,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
949,3100,"Gambling & Casinos","John Coates",53,"United Kingdom","Stoke-On-Trent","Online gambling","Gambling & Casinos","United Kingdom",NA,TRUE,"U","M","1/7/1970 0:00","Coates","John",NA,"4/4/2023 5:01",NA,NA,1970,1,7,119.62,1.7,"$2,827,113,184,696",60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973
486,5400,"Fashion & Retail","Patrizio Bertelli",77,"Italy","Milan","Luxury goods","Fashion & Retail","Italy",NA,TRUE,"U","M","1/1/1946 0:00","Bertelli","Patrizio",NA,"4/4/2023 5:01",NA,NA,1946,1,1,110.62,0.6,"$2,001,244,392,042",61.9,101.9,82.9,24.3,59.1,60297396,41.87194,12.56738
2020,1400,"Metals & Mining","Cai Jianyong",52,"China","Ningbo","Nickel","Metals & Mining","China",NA,TRUE,"N","M","1/1/1971 0:00","Cai","Jianyong",NA,"4/4/2023 5:01",NA,NA,1971,1,1,125.08,2.9,"$19,910,000,000,000",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1804,1600,"Real Estate","Li Sze Lim",66,"China","Guangzhou","Real estate","Real Estate","Hong Kong",NA,TRUE,"E","M","4/1/1957 0:00","Li","Sze Lim",NA,"4/4/2023 5:01",NA,NA,1957,4,1,125.08,2.9,"$19,910,000,000,000",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
261,8000,"Finance & Investments","Robert F. Smith",60,"United States","Austin","Private equity","Finance & Investments","United States",NA,TRUE,"U","M","12/1/1962 0:00","Smith","Robert F.","Investor","4/4/2023 5:01","Texas","South",1962,12,1,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
2259,1200,"Manufacturing","Xu Yuejuan",61,"China","Hangzhou","Petro Fibre","Manufacturing","China",NA,TRUE,"D","F","1/24/1962 0:00","Xu","Yuejuan",NA,"4/4/2023 5:01",NA,NA,1962,1,24,125.08,2.9,"$19,910,000,000,000",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
497,5300,"Manufacturing","Ibrahim Erdemoglu",60,"Turkey","Istanbul","Carpet","Manufacturing","Turkey",NA,TRUE,"U","M","9/26/1962 0:00","Erdemoglu","Ibrahim",NA,"4/4/2023 5:01",NA,NA,1962,9,26,234.44,15.2,"$754,411,708,203",23.9,93.2,77.4,17.9,42.3,83429615,38.963745,35.243322
2259,1200,"Manufacturing","Wu Chung-yi",67,"Taiwan","Chang Hwa County","Manufacturing","Manufacturing","Taiwan",NA,FALSE,"E","M","7/1/1955 0:00","Wu","Chung-yi",NA,"4/4/2023 5:01",NA,NA,1955,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
905,3200,"Technology","Udo Tschira",53,"Germany","Wiesloch","Software","Technology","Germany",NA,FALSE,"Split Family Fortune","M","9/17/1969 0:00","Tschira","Udo",NA,"4/4/2023 5:01",NA,NA,1969,9,17,112.85,1.4,"$3,845,630,030,824",70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526
567,4800,"Manufacturing","Winifred J. Marquart",63,"United States","Virginia Beach","Cleaning products","Manufacturing","United States",NA,FALSE,"U","F","4/6/1959 0:00","Marquart","Winifred J.",NA,"4/4/2023 5:01","Virginia","South",1959,4,6,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
2020,1400,"Finance & Investments","Sebastian Kulczyk",42,"Switzerland",NA,"Diversified","Finance & Investments","Poland",NA,FALSE,"E","M","11/16/1980 0:00","Kulczyk","Sebastian",NA,"4/4/2023 5:01",NA,NA,1980,11,16,99.55,0.4,"$703,082,435,360",59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512
38,33400,"Automotive","Robin Zeng",54,"China","Ningde","Batteries","Automotive","Hong Kong",NA,TRUE,"D","M","1/1/1969 0:00","Zeng","Robin",NA,"4/4/2023 5:01",NA,NA,1969,1,1,125.08,2.9,"$19,910,000,000,000",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
591,4600,"Fashion & Retail","Doug Meijer & family",69,"United States","Grand Rapids","Supermarkets","Fashion & Retail","United States",NA,FALSE,"Split Family Fortune","M","1/22/1954 0:00","Meijer","Doug",NA,"4/4/2023 5:01","Michigan","Midwest",1954,1,22,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
2540,1000,"Healthcare","Johanna Braun",43,"Germany","Melsungen","Medical technology","Healthcare","Germany",NA,FALSE,"E","F","1/1/1980 0:00","Braun","Johanna",NA,"4/4/2023 5:01",NA,NA,1980,1,1,112.85,1.4,"$3,845,630,030,824",70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526
982,3000,"Automotive","Ernest Garcia, II.",65,"United States","Tempe","Used cars","Automotive","United States",NA,TRUE,"D","M","5/21/1957 0:00","Garcia","Ernest",NA,"4/4/2023 5:01","Arizona","West",1957,5,21,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1434,2100,"Technology","Jared Isaacman",40,"United States","Easton","Payment processing","Technology","United States",NA,TRUE,"U","M","2/11/1983 0:00","Isaacman","Jared",NA,"4/4/2023 5:01","Pennsylvania","Northeast",1983,2,11,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
445,5700,"Metals & Mining","Rinat Akhmetov",56,"Ukraine","Donetsk","Steel, coal","Metals & Mining","Ukraine",NA,TRUE,"U","M","9/21/1966 0:00","Akhmetov","Rinat",NA,"4/4/2023 5:01",NA,NA,1966,9,21,281.66,7.9,"$153,781,069,118",82.7,99,71.6,20.1,45.2,44385155,48.379433,31.16558
2133,1300,"Fashion & Retail","Gary Lauder",60,"United States","Atherton","Estée Lauder","Fashion & Retail","United States",NA,FALSE,"D","M","5/5/1962 0:00","Lauder","Gary",NA,"4/4/2023 5:01","California","West",1962,5,5,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1905,1500,"Manufacturing","Peter Leibinger",56,"Germany","Schwieberdingen","Machine tools","Manufacturing","Germany",NA,FALSE,"D","M","1/1/1967 0:00","Leibinger","Peter",NA,"4/4/2023 5:01",NA,NA,1967,1,1,112.85,1.4,"$3,845,630,030,824",70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526
591,4600,"Energy","Fan Hongwei",56,"China","Wujiang","Petrochemicals","Energy","China",NA,TRUE,"D","F","1/1/1967 0:00","Fan","Hongwei",NA,"4/4/2023 5:01",NA,NA,1967,1,1,125.08,2.9,"$19,910,000,000,000",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1804,1600,"Technology","Steven Meng Yang & family",40,"China","Changsha","Electronics","Technology","China",NA,TRUE,"D","M","5/1/1982 0:00","Yang","Steven Meng",NA,"4/4/2023 5:01",NA,NA,1982,5,1,125.08,2.9,"$19,910,000,000,000",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
